linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"307";"2824";"PE-XXX-2024";"1223/2024";"40642/2024";"PREGÃO";"SECRETARIA DE SAÚDE";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0066/2024 / LEGADO).";"0066/2024";"LEGADO";"FORNECIMENTO DE BERÇOS DE CALOR RADIANTE (MATERIAIS PERMANENTES), A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE SAÚDE"
"335";"4590";"PE-177-2022";"1950/2022";"2339";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0050/2023 / LEGADO).";"0050/2023";"LEGADO";"sistema de Registro de Preços para futura e eventual contratação de empresa especializada visando o fornecimento de material de consumo (BICA CORRIDA - RECICLADA, BRITA GRADUADA SIMPLES, SOLO RITA PEDREIRA, SOLO BRITA RECICLADA), para suprir as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos"
"336";"4591";"PP-057-2022";"1950/2022";"2074";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0050/2023 / LEGADO).";"0050/2023";"LEGADO";"Sistema de Registro de Preços para futura e eventual contratação de empresa especializada para o fornecimento de material de consumo (BICA CORRIDA - RECICLADA, BRITA GRADUADA SIMPLES, SOLO RITA PEDREIRA, SOLO BRITA RECICLADA), para suprir às necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"373";"1057";"ARP PE 407.2022";"332/2024";"5352/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0069/2022 / LEGADO).";"0069/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"374";"1058";"ARP PE 407.2022";"332/2024";"5352/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0069/2022 / LEGADO).";"0069/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"376";"1060";"ARP PE 079-2023";"334/2024";"5353/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0221/2023 / LEGADO).";"0221/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"377";"1061";"ARP PE 079.2023";"334/2024";"5353/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0221/2023 / LEGADO).";"0221/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"379";"1063";"ARP PE 150.2023";"331/2024";"5351/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0222/2023 / LEGADO).";"0222/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"380";"1064";"ARP PE 234.2023";"335/2024";"5354/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0212/2023 / LEGADO).";"0212/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"381";"1065";"ARP PE 234.2023";"335/2024";"5354/2022";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0212/2023 / LEGADO).";"0212/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"382";"2048";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"383";"2050";"ARP PE 055.2023";"371/2024";"6702/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0214/2023 / LEGADO).";"0214/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"393";"2060";"ARP PE 257.2023";"393/2024";"7595/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0226/2023 / LEGADO).";"0226/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"394";"2061";"ARP PE 257.2023";"393/2024";"7595/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0226/2023 / LEGADO).";"0226/2023";"LEGADO";"ALBENDAZOL, SUSPENSAO ORAL, 40MG/ML, FRASCO COM 10ML - ACIDO, FOLICO, 0,2 MG/ML, SOL. ORAL, FRASCO COM 30ML - AMOXICILINA, 500MG, CAPSULA. - CIPROFLOXACINO, 500MG, COMPRIMIDO."
"395";"2062";"ARP PE 257.2023";"393/2024";"7595/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0226/2023 / LEGADO).";"0226/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"397";"2064";"ARP PE 141.2023";"382/2024";"7052/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0227/2023 / LEGADO).";"0227/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"398";"2065";"ARP PE 141.2023";"382/2024";"7052/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0227/2023 / LEGADO).";"0227/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"399";"2066";"ARP PE 141.2023";"382/2024";"7052/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0227/2023 / LEGADO).";"0227/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"401";"2068";"ARP PE 153.2023";"381/2024";"7053/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0228/2023 / LEGADO).";"0228/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"402";"2069";"ARP PE 153.2023";"381/2024";"7053/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0228/2023 / LEGADO).";"0228/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"403";"2070";"ARP PE 153.2023";"381/2024";"7053/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0228/2023 / LEGADO).";"0228/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"405";"2072";"ARP PE 330.2022";"354/2024";"6570/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0070/2022 / LEGADO).";"0070/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"406";"2073";"ARP PE 330.2022";"354/2024";"6570/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0070/2022 / LEGADO).";"0070/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"407";"2075";"ARP PE 254.2023";"356/2024";"6569/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0225/2023 / LEGADO).";"0225/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"408";"2076";"ARP PE 234.2023";"335/2024";"5354/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0212/2023 / LEGADO).";"0212/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"409";"2077";"ARP PE 150.2023";"331/2024";"5351/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0222/2023 / LEGADO).";"0222/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"410";"2078";"ARP PE 150.2023";"331/2024";"5351/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0222/2023 / LEGADO).";"0222/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"411";"2079";"ARP PE 407.2022";"332/2024";"5352/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0069/2022 / LEGADO).";"0069/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"412";"2080";"ARP PE 407.2022";"332/2024";"5352/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0069/2022 / LEGADO).";"0069/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"413";"2081";"ARP PE 124.2023";"357/2024";"6573/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0223/2023 / LEGADO).";"0223/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"414";"2082";"ARP PE 124.2023";"357/2024";"6573/204";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0223/2023 / LEGADO).";"0223/2023";"LEGADO";"Aquisição de medicamentos, insumos farmacêuticos e correlatos para assistência farmacêutica"
"415";"2083";"ARP PE 055.2023";"371/2024";"6702/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0214/2023 / LEGADO).";"0214/2023";"LEGADO";"Aquisição de medicamentos, insumos farmacêuticos e correlatos para assistência farmacêutica"
"416";"2084";"ARP PE 055.2023";"371/2024";"6702/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0214/2023 / LEGADO).";"0214/2023";"LEGADO";"Aquisição de medicamentos, insumos farmacêuticos e correlatos para assistência farmacêutica"
"417";"2085";"ARP PE 055.2023";"371/2024";"6702/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0214/2023 / LEGADO).";"0214/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"418";"2086";"ARP PE 055.2023";"371/2024";"6702/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0214/2023 / LEGADO).";"0214/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"419";"2087";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"420";"2088";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"421";"2089";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"422";"2090";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"423";"2091";"ARP PE 343.2022";"372/2024";"6706/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2022 / LEGADO).";"0025/2022";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"424";"2092";"ARP PE 079.2023";"334/2024";"5353/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0221/2023 / LEGADO).";"0221/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"425";"2093";"ARP PE 079.2023";"334/2024";"5353/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0221/2023 / LEGADO).";"0221/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"426";"2094";"ARP PE 079.2023";"334/2024";"5353/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0221/2023 / LEGADO).";"0221/2023";"LEGADO";"AQUISIÇÃO DE MEDICAMENTOS, INSUMOS FARMACÊUTICOS E CORRELATOS PARA ASSISTÊNCIA FARMACÊUTICA."
"487";"2596";"PE-020-2024";"576/2024";"15439/2024";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Fracassado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0002/2024 / MANUAL).";"0002/2024";"MANUAL";"FORNECIMENTO DE GÁS DE COZINHA, VASILHAME E ACESSÓRIOS, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE ADMINISTRAÇÃO E DEMAIS SECRETARIAS"
"500";"2610";"3-DLE-026-2024";"623/2024";"17954/2024";"DISPENSA";"SECRETARIA DE SAÚDE";"Deserto";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0235/2024 / LEGADO).";"0235/2024";"LEGADO";"EXAME DE IMAGEM PARA AVALIAÇÃO DE NEOPLASIA E ESTADIAMENTOSISTÊMICO"
"506";"2616";"3-IL-061-2024";"665/2024";"18980/2024";"INEXIGIBILIDADE";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0146/2024 / LEGADO).";"0146/2024";"LEGADO";"LOCAÇÃO DE IMÓVEL PARA REINSTALAÇÃO DA UNIDADE BÁSICA DE SAÚDE RURAL II E III, DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE SAÚDE"
"508";"2618";"PE-XXX-2024";"594/2024";"15834/2024";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0066/2024 / LEGADO).";"0066/2024";"LEGADO";"FORNECIMENTO DE CONJUNTOS ALUNOS, TAM. 3, 4, 6 E MESA INFANTIL SEXTAVADA, ESTANTE EM AÇO E ARMÁRIOS, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE EDUCAÇÃO."
"523";"2634";"2-DLS-012-2024";"688/2024";"18932/2024";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0153/2024 / LEGADO).";"0153/2024";"LEGADO";"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS - HORTIFRUTI"
"561";"2678";"PE-049-2024";"576/2024";"15439/2024";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Fracassado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0002/2024 / MANUAL).";"0002/2024";"MANUAL";"Contratação de empresa especializada no fornecimento de GÁS DE COZINHA, VASILHAMES E REGULADORES DE CILINDRO DE GÁS (material de consumo), a fim de atender as demandas da Secretaria Municipal de Administração e demais secretarias, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"588";"2707";"PE-XXX-2024";"760/2024";"37908/2024";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0066/2024 / LEGADO).";"0066/2024";"LEGADO";"[SRP] - FORNECIMENTO DE MATERIAIS DE LIMPEZA, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE ADMINISTRAÇÃO E DEMAIS SECRETARIAS."
"591";"2710";"3-DLE-046-2024";"844/2024";"";"DISPENSA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0196/2024 / LEGADO).";"0196/2024";"LEGADO";"BRINQUEDOS PARA NOVA UMMI"
"610";"2734";"PE-070-2024";"861/2024";"24935/2024";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0207/2024 / LEGADO).";"0207/2024";"LEGADO";"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E/COM REPOSIÇÃO DE PEÇAS DE GERADOR DE ENERGIA, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN DE ADMINISTRAÇÃO E DEMAIS SECRETARIAS"
"611";"2735";"PE-071-2024";"928/2024";"29637/2024";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0216/2024 / LEGADO).";"0216/2024";"LEGADO";"AQUISIÇÃO DE APARELHO DE RAIO X PANORÂMICO (MATERIAL PERMANENTE), A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE SAÚDE."
"625";"2751";"PE-XXX-2024";"1006/2024";"31780/2024";"PREGÃO";"SECRETARIA DE SAÚDE";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0066/2024 / LEGADO).";"0066/2024";"LEGADO";"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DE RESÍDUOS HOSPITALARES, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE SAÚDE."
"628";"2754";"PE-074-2024";"828/2024";"24137/2024";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0191/2024 / LEGADO).";"0191/2024";"LEGADO";"contratação de empresa para aquisição de UTENSÍLIOS DOMÉSTIOS (material de consumo), a fim de atender as demandas da Secretaria Municipal de Saúde, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"635";"2761";"PE-090-2024";"464/2024";"32684/2024";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0144/2024 / LEGADO).";"0144/2024";"LEGADO";"SERVIÇO DE MANUTENÇÃO CORRETIVA E PREVENTIVA E/COM REPOSIÇÃO DE PEÇAS DOS EQUIPAMENTOS HOSPITALARES/AMBULATORIAIS, A FIM DE ATENDER AS DEMANDAS DA SEC. MUN. DE SAÚDE."
"638";"2764";"ARP PE 300.2023";"1110/2024";"36135/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0220/2023 / LEGADO).";"0220/2023";"LEGADO";"ATA DE REGISTRO DE PREÇO COMPARTILHADO COM O GOVERNO DO ESTADO DA BAHIA E MUNICÍPIOS, PARA AQUISIÇÃO DE MEDICAMENTOS DO COMPONENTE BÁSICO DA ASSISTÊNCIA FARMACÊUTICA."
"641";"2768";"3-DLS-025-2024";"908/2024";"32276/2024";"DISPENSA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0250/2024 / LEGADO).";"0250/2024";"LEGADO";"Contratação de empresa especializada em prestação de serviços de MANUTENÇÃO CORRETIVA DE ARCO CIRÚRGICO, para atender as necessidades da Secretaria Municipal de Saúde, conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta, Termo de Referência - TR e seus Anexos."
"649";"2777";"ARP PE 211.2023";"1104/2024";"36150/2024";"LICITAÇÃO EXTERNA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0242/2023 / LEGADO).";"0242/2023";"LEGADO";"ATA DE REGISTRO DE PREÇO COMPARTILHADO COM O GOVERNO DO ESTADO DA BAHIA E MUNICÍPIOS, PARA AQUISIÇÃO DE MEDICAMENTOS DO COMPONENTE BÁSICO DA ASSISTÊNCIA FARMACÊUTICA."
