linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"2460";"5815";"3-IL-294-2025";"5686";"5686";"INEXIGIBILIDADE";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0224/2025 / LEGADO).";"0224/2025";"LEGADO";"Solicitamos a contratação da Pessoa Jurídica, OLIVEIRA E DAMENHAUER LTDA CNPJ 49.076.720/0001-36 conforme o edital de credenciamento 003/2025 para atender às necessidades da Regulação, no período de 12 meses."
"2461";"5816";"3-IL-302-2025";"5687";"5687";"INEXIGIBILIDADE";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0222/2025 / LEGADO).";"0222/2025";"LEGADO";"Solicito a contratação de profissional médico VITAL SAUDE SERVIÇOS MÉDICOS LTDA para a prestação de serviços médicos especializados junto às unidades de saúde geridas pela Secretaria Municipal de Saúde deste Município: Centro Especializado em Reabilitação (CER IV) conforme edital de credenciamento médico 02/2025 FMS, pelo período de 12 meses."
"2462";"5817";"3-IL-293-2025";"5686";"5686";"INEXIGIBILIDADE";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0224/2025 / LEGADO).";"0224/2025";"LEGADO";"Solicitamos a contratação da Pessoa Jurídica, SENSORIUM SERVIÇOS MEDICOS S/S CNPJ 07.409.677/0001-27 para atender às necessidades da Regulação conforme Edital de Credenciamento 003-2025, no período de 12 meses."
"2474";"5831";"PE-036-2025";"658/2025";"5046/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0045/2025 / MANUAL).";"0045/2025";"MANUAL";"[SRP] MEDICAMENTOS DIVERSOS IV"
"2477";"5835";"PE-XXX-2025";"679/2025";"PMTF/PR/13759/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0238/2025 / LEGADO).";"0238/2025";"LEGADO";"Registro de Preço para futura e eventual contratação de empresa especializada no fornecimento de LUVAS PARA PROCEDIMENTOS (material de consumo), cuja especificações técnicas, quantidades e demais condições encontram-se detalhados neste instrumento, para atender a Secretaria Municipal de Saúde de Teixeira de Freitas-BA"
"2486";"5844";"";"737/2025";"5905/2025";"DISPENSA";"";"Aguardando Autorização";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"PRESTAÇÃO DE SERVIÇO DE BUFFET"
"2487";"5845";"PE-";"740/2025";"PMTF/PR/12569/2025";"";"";"Aguardando Autorização";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"0253/2025";"LEGADO";"MANUTENÇÃO PREVENTIVA E CORRETIVA DE SISTEMA DE ARES CONDICIONADOS."
"2490";"5849";"3-DLE-XXX-2025";"761/2025";"6221/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"ARQUIVADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0335/2025 / LEGADO).";"0335/2025";"LEGADO";"FILMES RADIOLÓGICOS"
"2491";"5850";"PE-049-2025";"739/2025";"6283/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"REVOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0052/2026 / MANUAL).";"0052/2026";"MANUAL";"Futura e Eventual contratação de empresa especializada no fornecimento de TESTES BIOQUÍMICOS COM CESSÃO GRATUITA DE EQUIPAMENTOS DE AUTOMAÇÃO EM REGIME DE COMODATO, a fim de atender as demandas da Secretaria Municipal de Saúde."
"2503";"5862";"PE-060-2025";"493/2025";"6391/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0209/2025 / LEGADO).";"0209/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de GRAMA NATURAL E SINTETICA, material de consumo, a fim de atender às demandas da Secretaria Municipal de Teixeira de Freitas."
"2510";"5869";"PE-064-2025";"811/2025";"6629/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0043/2025 / MANUAL).";"0043/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO E NO FORNECIMENTO DOS MATERIAIS NECESSÁRIOS PARA A REALIZAÇÃO DO CONTROLE DE PRAGAS URBANAS E VETORES (DEDETIZAÇÃO, DESINSETIZAÇÃO, DESRATIZAÇÃO, DESCUPINIZAÇÃO, DESALOJAMENTO DE POMBOS E MORCEGOS), PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E DEMAIS SECRETARIAS."
"2516";"5875";"PE-069-2025";"873/2025";"6822/2025";"PREGÃO";"SECRETARIA DE FINANÇAS";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0051/2026 / MANUAL).";"0051/2026";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE IMPLANTAÇÃO DE SISTEMA DE INFORMAÇÕES GEOGRÁFICAS E PRODUÇÃO DE BASE CARTOGRÁFICA ATRAVÉS DO AEROLEVANTAMENTO DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA, A FIM DE ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE FINANÇAS."
"2517";"5876";"PE-067-2025";"859/2025";"6839/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0044/2025 / MANUAL).";"0044/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS, ESTRUTURAS E MATERIAIS PARA A REALIZAÇÃO DE EVENTOS NO MUNICÍPIO DE TEIXEIRA DE FREITAS, COMPREENDENDO: RECURSOS HUMANOS, SERVIÇOS TÉCNICOS, LOCAÇÃO DE EQUIPAMENTOS DE ÁUDIO E VÍDEO, MONTAGENS E DESMONTAGENS DE ESTRUTURAS METÁLICAS, ALIMENTAÇÃO, MATERIAL CONSUMÍVEL, TRIOS ELÉTRICOS, UNIDADES MÓVEIS DE SOM E LUZ E DEMAIS ARTEFATOS NECESSÁRIOS À CONSECUÇÃO DAS ATIVIDADES CORRELATAS, A FIM DE ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E DEMAIS SECRETARIAS."
"2529";"5888";"4-DLE-062-2025";"775/2025";"6646/2025";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0254/2025 / LEGADO).";"0254/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de UNIFORMES ESPORTIVOS, a fim de atender as demandas da Secretaria Municipal de Educação de Teixeira de Freitas-BA."
"2531";"5890";"5-DLS-056-2025";"820/2025";"6618/2025";"DISPENSA";"SECRETARIA DE PROMOÇÃO SOCIAL";"Recepção de Propostas";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"";"";""
"2534";"5893";"CE-XXX-XXXX";"XXX/XXXX";"XXX/XXXX";"CONCORRÊNCIA PÚBLICA";"";"Arquivado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE MACRODRENAGEM E MICRODRENAGEM NO CÓRREGO DO PENTEADO EM ADUELAS DE CONCRETO CELULAR E TUBOS PEAD (POLIETILENO DE ALTA DENSIDADE), BEM COMO, A RECOMPOSIÇÃO DE PAVIMENTO, NO BAIRRO JARDIM CARAÍPE, NO MUNICÍPIO DE TEIXEIRA DE FREITAS - BA."
"2540";"5900";"PE-XXX-2025";"910/2025";"7053/2025";"PREGÃO";"SECRETARIA DE PROMOÇÃO SOCIAL";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0192/2025 / LEGADO).";"0192/2025";"LEGADO";"AQUISIÇÃO DE VEÍCULOS [FRACASSADOS DO PE-059-2025]"
"2543";"5903";"PE-078-2025";"872/2025";"7099/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0042/2025 / MANUAL).";"0042/2025";"MANUAL";"AQUISIÇÃO DE CADEIRAS DE RODAS, BENGALAS, ALMOFADAS E ANDADORES"
"2545";"5906";"2-DLS-075-2025";"659/2025";"5288/2025";"DISPENSA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0231/2025 / LEGADO).";"0231/2025";"LEGADO";"CONTRATAÇÃO DE INSTITUIÇÃO FINANCEIRA"
"2546";"5907";"3-DLE-043-2025";"777/2025";"6587/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0247/2025 / LEGADO).";"0247/2025";"LEGADO";"MANUTENÇÃO CORRETIVA DE GERADORES"
"2548";"5909";"PE-079-2025";"878/2025";"6879/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0050/2026 / MANUAL).";"0050/2026";"MANUAL";"Fornecimento de BRINQUEDOS PEDAGÓGICOS (material de consumo), a fim de atender as demandas da Secretaria Municipal de Educação."
"2552";"5913";"PE-083-2025";"975/2025";"PMTF/PR/21971/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0041/2025 / MANUAL).";"0041/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de UTENSÍLIOS DE COZINHA (materiais de consumo), cujas especificações técnicas, quantidades e demais condições encontram- se detalhados neste instrumento, a fim de atender as demandas da Secretaria Municipal de Educação"
"2555";"5917";"PE-083-2025";"975/2025";"7482/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0041/2025 / MANUAL).";"0041/2025";"MANUAL";"AQUISIÇÃO DE UTENSILIOS DE COZINHA - TERMO PAR"
"2556";"5918";"3-DLS-067-2025";"893/2025";"6945/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"Aguardando Autorização";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"";"";""
"2557";"5919";"";"904/2025";"7048/2025";"DISPENSA";"";"Aguardando Autorização";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"0359/2025";"LEGADO";""
"2558";"5920";"5-DLS-075-2025";"922/2025";"7082/2025";"DISPENSA";"SECRETARIA DE PROMOÇÃO SOCIAL";"Aguardando Autorização";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"0289/2025";"LEGADO";""
"2569";"5945";"PE-098-2025";"686/2025";"5717/2025";"PREGÃO";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0039/2025 / MANUAL).";"0039/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de MADEIRAS SERRADAS (material de consumo), a fim de atender as demandas da Secretaria Municipal de Infraestrutura e Serviços Urbanos."
"2575";"5953";"PE-057-2025";"1087/2025";"7652/2025";"PREGÃO";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0254/2025 / LEGADO).";"0254/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de MATERIAIS PARA PINTURA, a fim de atender as demandas da Secretaria Municipal de Infraestrutura e Serviços Urbanos."
"2593";"5971";"2-DLE-089-2025";"979/2025";"PMTF/PR/26652/2025";"DISPENSA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Fracassado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0298/2025 / LEGADO).";"0298/2025";"LEGADO";"REALIZAÇÃO DO SERVIÇO TÉCNICO COMPLETO DE DESMONTAGEM DE TORRE DE TELECOMUNICAÇÃO AUTOPORTANTE(ESTAIADA"
"2597";"5975";"2-DLE-004-2025";"1400/2024";"XXX";"DISPENSA";"SECRETARIA DE AGRICULTURA PECUÁRIA E ABASTECIMENTO";"Revogado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0096/2025 / LEGADO).";"0096/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de MATERIAIS E EQUIPAMENTOS VETERINÁRIOS (material de consumo), para atender as necessidades da Secretaria Municipal de Agricultura, Pecuária e Abastecimento, conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta, Termo de Referência - TR e seus Anexos."
"2599";"5977";"2-DLE-044-2025";"793/2025";"XXX";"DISPENSA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0256/2025 / LEGADO).";"0256/2025";"LEGADO";"Contratação de empresa para o fornecimento de MATERIAIS ELÉTRICOS II (materiais de consumo), para atender as necessidades da Secretaria Municipal de Infraestrutura, Serviço Urbanos, conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta, Termo de Referência - TR e seus Anexos."
"2602";"5980";"3-DLE-023-2025";"546/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"Fracassado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0206/2025 / LEGADO).";"0206/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de POLTRONAS HOSPITALARES RECLINAVEIS (MATERIAL PERMANENTE), cuja especificações técnicas, condições e exigências serão estabelecidas neste instrumento, para atender a Secretaria Municipal de Saúde."
"2620";"5998";"3-DLS-025-2025";"561/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0204/2025 / LEGADO).";"0204/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de INSULINA, (MATERIAL DE CONSUMO), cuja especificações técnicas, condições e exigências serão estabelecidas neste instrumento, para atender a Secretaria Municipal Saúde."
"2625";"6003";"3-DLS-040-2025";"727/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"Aguardando Autorização";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0259/2025 / LEGADO).";"0259/2025";"LEGADO";"DERMOCOSMÉTICOS"
"2631";"6009";"3-DLS-072-2025";"896/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"Aguardando Autorização";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0357/2025 / LEGADO).";"0357/2025";"LEGADO";"INSUMOS HOSPITALARES E AMBULATORIAIS DIVERSOS E FRALDAS DESCARTÁVEIS INFANTIS E GERIÁTRICAS"
"2637";"6015";"3-DLS-090-2025";"981/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"Aguardando Autorização";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0300/2025 / LEGADO).";"0300/2025";"LEGADO";"FRALDAS DESCARTÁVEIS XXG DEMANDA JUDICIAL"
"2641";"6019";"XXXXX";"615/2025";"XXX";"DISPENSA";"SECRETARIA DE SAÚDE";"Aguardando Autorização";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0334/2025 / LEGADO).";"0334/2025";"LEGADO";"REFORMA DE POLTRONAS HOSPITALARES, PARA ATENDER AS UNIDADES HOSPITALARES"
"2643";"6022";"5-DLS-049-2025";"111";"XXX";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"Aguardando Autorização";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"";"";""
"2650";"6029";"PE-115-2025";"1060/2025";"7853/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0004/2025 / MANUAL).";"0004/2025";"MANUAL";"Contratação de empresa espacializada no FORNECIMENTO COM A INSTALAÇÃO DE MATERIAIS SEMAFÓRICOS (material permanente), a fim de atender as demandas da Secretaria Municipal de Segurança e Transportes."
"2655";"6034";"3-DLE-099-2025";"1071/2025";"7842/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"Em Andamento";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"0339/2025";"LEGADO";""
"2663";"6044";"3-DLS-090-2025";"981/2025";"7851/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0300/2025 / LEGADO).";"0300/2025";"LEGADO";"FRALDAS DESCARTAVEIS INFANTIS"
"2666";"6047";"PE-XXX-2025";"1094/2025";"7956/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0192/2025 / LEGADO).";"0192/2025";"LEGADO";"Contratação de empresa especializada na prestação de serviço de MANUTENÇÃO PREVENTIVA E CONRRETIVA DE VENTILADORES PULMONARES, COM FORNECIMENTO DE PEÇAS, a fim de atender as demandas da Secretaria Municipal de Saúde."
"2676";"6058";"PE-128-2025";"1179/2025";"7212/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0065/2025 / LEGADO).";"0065/2025";"LEGADO";"Contratação de empresa especializada no fornecimento de EQUIPAMENTOS DE SONORIZAÇÃO, ILUMINAÇÃO E ESTRUTURA DE PALCO (material permanente e de consumo), a fim de atender as demandas da Secretaria de Educação e Promoção Social e Cultura."
"2680";"6062";"PE-130-2025";"1192/2025";"7889/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0037/2025 / MANUAL).";"0037/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de ELETRODOMÉSTICOS (material permanente), por meio do Plano de Ações Articuladas (PAR) de números 201403172, 202300217 e 9230/2012, a fim de atender às demandas da Secretaria Municipal de Educação."
"2685";"6067";"CE-XXX-2025";"971/2025";"PMTF/PR/37609/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0026/2025 / MANUAL).";"0026/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UMA PRÉ-ESCOLA, NO BAIRRO SANTA RITA, DO MUNICÍPIO DE TEIXEIRA DE FREITAS - BA."
"2686";"6068";"PE-135-2025";"1237/2025";"PMTF/PR/54568/2025";"PREGÃO";"SECRETARIA DE PROMOÇÃO SOCIAL";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0035/2025 / MANUAL).";"0035/2025";"MANUAL";"Contratação de empresa especializada para aquisição MOTOCICLETA (materiais permanentes), cujas especificações técnicas, quantidades e demais condições encontram-se detalhados neste instrumento, a fim de atender as demandas da Secretaria Municipal de Promoção Social e Cultura."
"2695";"6084";"2-DLE-124-2025";"1273/2025";"8793/2025";"DISPENSA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0041/2026 / MANUAL).";"0041/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de MATERIAL ASFÁLTICO DO TIPO CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ), preparado com agregados pétreos e cimento asfáltico de petróleo – CAP 50/70, para aplicação a frio (material de consumo), para atender as necessidades da Secretaria Municipal de Infraestrutura e Serviços Urbanos."
"2699";"6088";"CE-XXX-2025";"1230/2025";"PMTF/PR/56120/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0022/2025 / MANUAL).";"0022/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM ESPAÇO PARA O ABRIGO DE ANIMAIS, NO BAIRRO LOTEAMENTO NANUQUE, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2700";"6089";"CE-XXX-2025";"855/2025";"PMTF/PR/56161/2025";"CONCORRÊNCIA PÚBLICA";"";"Devolvido à origem";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"0023/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM EDIFÍCIO PARA IMPLANTAÇÃO DA CASA DE CAPOEIRA, NO BAIRRO ULISSES GUIMARÃES, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2701";"6090";"CE-XXX-2025";"1327/2025";"PMTF/PR/61240/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0024/2025 / MANUAL).";"0024/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UMA MINI QUADRA NA ESCOLA AMIGOS DA NATUREZA, LOCALIZADA NO BAIRRO SÃO LOURENÇO, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2702";"6091";"CE-XXX-2025";"1249/2025";"PMTF/PR/57268/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE ESPORTE E LAZER";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0424/2025 / LEGADO).";"0424/2025";"LEGADO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS PARA CONSTRUÇÃO DE UM COMPLEXO ESPORTIVO COMUNITÁRIO, NO BAIRRO SECTOR BAHIA SUL, DO MUNICÍPIO DE TEIXEIRA DE FREITAS - BA."
"2705";"6094";"3-DLE-123-2025";"1277/2025";"8981/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"EM ANDAMENTO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0403/2025 / LEGADO).";"0403/2025";"LEGADO";"MATERIAIS PARA AGENTES DE SAÚDE (MÁSCARAS E BOLSAS)"
"2706";"6095";"2-DLE-127-2025";"1298/2025";"9291/2025";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"EM ANDAMENTO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0410/2025 / LEGADO).";"0410/2025";"LEGADO";"MATERIAIS DE LIMPEZA DE PISCINA"
"2713";"6103";"PE-XXX-2025";"1093/2025";"PMTF/PR/48273/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"ARQUIVADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0031/2025 / MANUAL).";"0031/2025";"MANUAL";"Contrtação de empresa espcializada na prestação de serviço de ADMINISTRAÇÃO DE PROGRAMA DE ESTÁGIO REMUNERADO E SUPERVISIONADO (AGENTE DE INTEGRAÇÃO) COM CARGA HORÁRIA DE 20H E 30H SEMANANIS, voltado a estudantes matriculados no ENSINO MÉDIO OU SUPERIOR, a fim de atender as demandas da Secretaria Municipal de Administração e demais secretarias."
"2714";"6104";"PE-151-2025";"1390/2025";"XXXX/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0034/2025 / MANUAL).";"0034/2025";"MANUAL";"prestação de serviço de IMPLANTAÇÃO E MANUTENÇÃO DE SINALIZAÇÃO HORIZONTAL, VERTICAL, SEMAFÓRICA E MEDIDAS DE MODERAÇÃO DE TRÁFEGO - ZONA SEGURA (traffic calming), com FORNECIMENTO DE MATERIAIS NECESSÁRIOS, a fim de atender as demandas da Secretaria Municipal de Segurança e Transportes."
"2720";"6110";"CE-XXX-2025";"XXXX/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0196/2025 / LEGADO).";"0196/2025";"LEGADO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS PARA CONSTRUÇÃO DE UMA PRAÇA, NO BAIRRO RECANTO DO LAGO, DO MUNICÍPIO DE TEIXEIRA DE FREITAS - BA."
"2723";"6113";"PE-XXX-2025";"1407/2025";"9542/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"DEVOLVIDO À ORIGEM";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0436/2025 / LEGADO).";"0436/2025";"LEGADO";"Contratação de empresa especializada em fornecimento de MORFINA (material de consumo), cujas especificações técnicas, quantidades e demais condições encontram-se detalhados neste instrumento, a fim de atender as demandas da Secretaria Municipal de Saúde."
